STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,TMAX,TMIN
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/4/2017,3.8,82,57
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/5/2017,4.25,81,58
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/6/2017,3.58,83,57
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/7/2017,2.46,82,64
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/8/2017,4.03,81,61
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/9/2017,4.92,84,58
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/10/2017,3.13,84,56
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/11/2017,3.8,85,60
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/12/2017,3.36,82,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/13/2017,3.8,86,60
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/14/2017,3.58,88,58
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/15/2017,2.46,86,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/16/2017,2.68,83,61
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/17/2017,4.03,81,62
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/18/2017,5.82,80,61
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/19/2017,4.25,80,51
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/20/2017,4.03,79,52
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/21/2017,2.68,86,53
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/22/2017,4.7,96,62
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/23/2017,3.8,92,63
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/24/2017,4.47,90,61
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/25/2017,4.25,89,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/26/2017,3.8,88,57
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/27/2017,5.82,82,61
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/28/2017,3.36,77,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/29/2017,2.91,80,57
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,11/30/2017,2.91,77,53
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/1/2017,2.91,82,51
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/2/2017,4.03,83,51
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/3/2017,3.58,78,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/4/2017,11.63,69,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/5/2017,8.95,67,50
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/6/2017,9.17,78,55
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/7/2017,10.07,76,55
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/8/2017,4.25,82,52
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/9/2017,2.91,78,53
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/10/2017,5.59,83,62
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/11/2017,4.7,85,55
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/12/2017,5.37,85,51
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/13/2017,4.25,79,51
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/14/2017,9.17,82,50
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/15/2017,3.58,78,53
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/16/2017,3.8,69,49
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/17/2017,9.62,70,56
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/18/2017,4.03,75,48
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/19/2017,3.8,72,46
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/20/2017,5.59,67,44
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/21/2017,10.29,64,49
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/22/2017,3.13,64,41
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/23/2017,2.24,65,43
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/24/2017,4.7,71,42
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/25/2017,3.13,69,46
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/26/2017,3.58,72,43
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/27/2017,2.91,79,45
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/28/2017,3.8,80,47
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/29/2017,4.25,82,47
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/30/2017,2.91,79,48
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,12/31/2017,4.47,74,50
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/1/2018,2.46,76,46
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/2/2018,3.8,86,53
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/3/2018,2.68,76,56
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/4/2018,3.36,80,51
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/5/2018,2.46,80,52
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/6/2018,3.36,78,56
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/7/2018,3.8,79,60
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/8/2018,2.01,72,61
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/9/2018,3.8,64,51
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/10/2018,2.01,69,49
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/11/2018,3.13,73,48
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/12/2018,2.91,76,50
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/13/2018,4.7,81,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/14/2018,4.47,81,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/15/2018,3.58,79,50
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/16/2018,3.36,77,55
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/17/2018,3.58,78,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/18/2018,4.03,77,53
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/19/2018,5.59,74,51
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/20/2018,7.83,66,48
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/21/2018,4.03,67,43
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/22/2018,3.13,70,43
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/23/2018,4.47,77,50
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/24/2018,4.92,75,47
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/25/2018,6.26,73,45
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/26/2018,4.25,73,46
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/27/2018,5.14,76,47
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/28/2018,8.28,84,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/29/2018,5.37,85,63
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/30/2018,4.92,84,56
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,1/31/2018,4.92,83,53
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/1/2018,4.25,83,55
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/2/2018,4.92,82,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/3/2018,4.92,91,55
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/4/2018,4.7,89,58
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/5/2018,4.25,88,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/6/2018,4.92,88,55
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/7/2018,3.8,83,58
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/8/2018,5.37,88,55
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/9/2018,4.03,88,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/10/2018,6.04,78,55
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/11/2018,6.71,74,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/12/2018,4.92,72,50
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/13/2018,4.47,70,48
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/14/2018,5.37,71,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/15/2018,4.47,76,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/16/2018,4.25,75,55
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/17/2018,3.8,76,45
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/18/2018,5.82,76,47
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/19/2018,11.86,64,46
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/20/2018,4.7,62,38
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/21/2018,4.47,65,43
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/22/2018,4.47,66,40
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/23/2018,6.93,64,44
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/24/2018,3.58,64,39
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/25/2018,4.92,69,45
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/26/2018,6.71,69,43
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/27/2018,8.5,64,46
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,2/28/2018,5.59,70,40
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/1/2018,3.36,68,45
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/2/2018,4.92,74,46
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/3/2018,7.83,73,52
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/4/2018,6.93,69,51
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/5/2018,4.7,73,49
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/6/2018,5.37,80,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/7/2018,3.8,79,52
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/8/2018,2.68,85,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/9/2018,5.82,87,56
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/10/2018,4.47,72,60
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/11/2018,3.8,80,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/12/2018,3.13,85,60
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/13/2018,8.5,87,65
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/14/2018,9.17,75,60
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/15/2018,7.38,74,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/16/2018,5.59,73,49
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/17/2018,7.38,70,50
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/18/2018,3.8,73,47
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/19/2018,4.47,78,51
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/20/2018,4.47,82,56
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/21/2018,4.7,87,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/22/2018,6.93,79,62
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/23/2018,7.83,82,56
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/24/2018,10.51,76,55
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/25/2018,8.5,76,52
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/26/2018,10.96,77,49
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/27/2018,10.29,81,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/28/2018,4.7,91,54
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/29/2018,4.47,94,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/30/2018,7.16,97,66
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,3/31/2018,7.61,94,65
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/1/2018,8.5,89,63
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/2/2018,10.51,84,59
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/3/2018,3.58,92,60
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/4/2018,4.25,92,60
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/5/2018,7.16,94,65
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/6/2018,8.28,93,67
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/7/2018,11.18,96,69
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/8/2018,8.5,96,68
USW00093138,"PALM SPRINGS ASOS, CA US",33.8222,-116.5043,124.7,4/9/2018,5.14,98,66
